,cut,level,salary,years,price
21729,Ideal,E,61.7,57,9796
21730,Very Good,F,59.1,60,9797
21731,Ideal,D,62,56,9798
21732,Ideal,G,62.2,53,9799
21733,Ideal,G,61.9,56,9799
21734,Ideal,E,60.7,55,9801
21735,Very Good,I,62.8,59,9802
21736,Very Good,E,59.5,57,9802
21737,Fair,I,66.6,56,9802
21738,Very Good,G,62,58,9803
21739,Very Good,I,60.8,58,9804
21740,Very Good,F,60.2,58,9808
21741,Ideal,F,62.3,55.5,9808
21742,Very Good,F,61.4,58,9810
21743,Premium,G,60.2,60,9813
21744,Ideal,I,60.2,57,9813
21745,Ideal,J,62.2,59,9814
21746,Very Good,E,59.1,58,9815
21747,Very Good,F,62.9,55,9817
21748,Very Good,D,58.6,59,9817
21749,Ideal,F,61.2,56,9817
21750,Very Good,H,61.6,54,9818
21751,Ideal,J,61.8,56,9819
21752,Very Good,G,61,58,9820
21753,Ideal,G,61.6,55,9820
21754,Premium,H,61,60,9820
21755,Good,H,64,59,9821
21756,Very Good,H,62.3,61,9821
21757,Premium,D,59.9,62,9821
21758,Very Good,I,59.3,58,9823
21759,Fair,J,65.9,57,9823
21760,Ideal,I,60,61,9827
21761,Very Good,I,63.3,58,9828
21762,Good,I,57.9,60,9828
21763,Ideal,E,61.9,57,9828
21764,Premium,I,61.6,59,9828
21765,Premium,E,58.1,60,9831
21766,Ideal,G,62.3,56,9831
21767,Ideal,H,61.3,56,9833
21768,Good,E,63.2,56,9833
21769,Premium,H,61.3,60,9833
21770,Premium,J,60.6,59,9836
21771,Premium,D,59.3,59,9836
21772,Ideal,D,62.3,57,9836
21773,Ideal,F,62.5,54,9836
21774,Very Good,G,62.5,57,9837
21775,Very Good,G,62.9,58,9841
21776,Ideal,E,61.3,56,9843
21777,Very Good,I,61.8,58,9845
21778,Ideal,F,62.5,55,9845
21779,Premium,F,61.1,57,9846
21780,Premium,I,62.5,58,9847
21781,Premium,I,62.6,58,9847
21782,Premium,I,62.1,59,9850
21783,Premium,I,62,58,9850
21784,Premium,I,62,58,9850
21785,Very Good,G,63.3,57,9853
21786,Ideal,I,61.8,57,9853
21787,Fair,J,64.6,55,9853
21788,Ideal,G,61,56,9856
21789,Ideal,G,62,57,9856
21790,Very Good,I,62.7,58,9857
21791,Premium,E,59.6,60,9858
21792,Ideal,E,61.4,56,9863
21793,Ideal,G,62,57,9863
21794,Ideal,H,61.9,59,9864
21795,Good,F,63.2,63,9867
21796,Very Good,F,61.1,57,9870
21797,Ideal,D,61.9,54,9870
21798,Ideal,F,60.9,56,9870
21799,Ideal,G,59.6,57,9872
21800,Premium,G,61.2,58,9873
21801,Ideal,G,60.1,57,9873
21802,Very Good,D,59.5,61,9874
21803,Premium,D,62.9,61,9875
21804,Premium,G,62.7,58,9876
21805,Premium,I,62,57,9877
21806,Very Good,G,60.4,56,9878
21807,Good,H,63.8,61,9878
21808,Ideal,D,59.7,55,9880
21809,Ideal,F,61.3,54,9881
21810,Good,I,63.2,57,9881
21811,Premium,E,62.8,58,9882
21812,Premium,J,62.6,59,9882
21813,Very Good,F,59,60,9885
21814,Ideal,E,62.4,54,9886
21815,Ideal,J,62.1,56,9890
21816,Ideal,G,62.7,57,9890
21817,Ideal,G,62.2,56,9891
21818,Ideal,G,61.5,57,9891
21819,Premium,G,61.5,59,9891
21820,Ideal,I,62.6,55,9891
21821,Ideal,I,61.6,54,9891
21822,Good,G,60.2,61,9892
21823,Premium,D,63,62,9894
21824,Very Good,D,63.4,63,9895
21825,Very Good,H,59.5,63,9896
21826,Premium,F,62.7,58,9896
21827,Ideal,E,62.4,56,9897
21828,Good,H,63.8,60,9898
21829,Good,H,63.6,57,9898
21830,Very Good,I,62,57,9898
21831,Very Good,E,62,57,9900
21832,Very Good,E,60.7,55,9900
21833,Premium,E,61.2,59,9900
21834,Premium,I,62.7,59,9900
21835,Ideal,I,61.3,57,9900
21836,Ideal,G,62.3,55,9901
21837,Ideal,G,62,57,9901
21838,Very Good,D,59.7,58,9901
21839,Ideal,I,62.9,57,9901
21840,Ideal,I,62.4,56,9901
21841,Premium,J,61,59,9901
21842,Ideal,E,61,57,9901
21843,Premium,F,61,60,9901
21844,Very Good,F,62.8,56,9904
21845,Very Good,E,59.4,56,9904
21846,Premium,G,62.4,58,9905
21847,Ideal,G,61.9,55,9907
21848,Very Good,F,62.1,58,9908
21849,Good,I,63.3,58,9909
21850,Premium,E,62.4,60,9909
21851,Premium,F,60.4,59,9909
21852,Ideal,I,61.5,56,9912
21853,Ideal,D,62.3,56,9912
21854,Premium,F,60.1,59,9916
21855,Premium,D,59.3,58,9916
21856,Ideal,G,62.4,54,9918
21857,Premium,D,63,59,9918
21858,Premium,D,59.9,61,9918
21859,Ideal,F,62.3,57,9920
21860,Ideal,G,62.2,56.1,9921
21861,Ideal,G,62.4,55,9921
21862,Very Good,I,62.4,56,9925
21863,Premium,F,62.2,56,9925
21864,Ideal,I,61.5,57,9926
21865,Premium,F,62.8,58,9926
21866,Very Good,E,61.7,60,9930
21867,Premium,F,58,58,9930
21868,Ideal,G,61.9,55,9931
21869,Ideal,E,61.7,54,9932
21870,Ideal,D,62.6,56,9933
21871,Premium,D,61.7,59,9934
21872,Ideal,D,61.4,56,9935
21873,Very Good,E,62.3,62,9936
21874,Premium,J,62.8,59,9939
21875,Very Good,G,59.3,58,9942
21876,Ideal,I,63.5,61,9942
21877,Very Good,H,63.2,55,9946
21878,Good,H,64.3,60,9946
21879,Ideal,F,61.9,57,9948
21880,Premium,G,61.6,57,9952
21881,Premium,G,62.9,55,9954
21882,Ideal,G,59.4,59,9954
21883,Premium,G,60,61,9954
21884,Premium,G,62.9,56,9954
21885,Ideal,G,60.1,57,9954
21886,Good,G,59.7,65,9954
21887,Very Good,E,63.1,56,9955
21888,Ideal,J,62.3,57,9955
21889,Premium,D,59.1,58,9959
21890,Very Good,D,59.8,63,9959
21891,Premium,I,61.7,59,9959
21892,Premium,H,60.1,60,9959
21893,Very Good,I,63.8,59,9960
21894,Premium,I,62.2,58,9961
21895,Ideal,E,61.6,56,9961
21896,Very Good,D,60.2,58,9965
21897,Very Good,F,59.6,62,9965
21898,Ideal,E,61.4,57,9967
21899,Premium,F,58.7,61,9967
21900,Very Good,G,61.8,55,9968
21901,Premium,G,62.2,58,9970
21902,Very Good,G,62.5,56,9971
21903,Very Good,F,63.5,59,9972
21904,Ideal,I,61.1,55,9972
21905,Premium,F,60.3,59,9972
21906,Very Good,H,62.5,59,9973
21907,Ideal,I,60.9,59,9973
21908,Very Good,H,63.5,59,9974
21909,Ideal,H,62.2,56,9974
21910,Very Good,I,60.7,60,9979
21911,Good,I,63.2,58,9979
21912,Premium,G,60.6,57,9979
21913,Ideal,G,62.6,56,9979
21914,Premium,F,60.8,58,9980
21915,Very Good,G,59.4,61,9987
21916,Very Good,H,61,55,9987
21917,Premium,G,60.2,60,9992
21918,Ideal,F,61.7,56,9996
21919,Ideal,F,62.9,55,9996
21920,Very Good,G,62.8,57,9996
21921,Premium,I,62.5,58,9996
21922,Fair,F,64.5,57,9996
21923,Very Good,E,61.8,58,9997
21924,Ideal,I,61.9,55.8,9998
21925,Very Good,G,62.2,57,9999
21926,Ideal,F,61.2,57,9999
21927,Good,G,64.2,60,9999
21928,Good,H,64,59,10000
21929,Ideal,J,60.5,58,10002
21930,Ideal,E,60.6,59,10003
21931,Very Good,G,60.6,55,10004
21932,Ideal,F,61.6,55,10006
21933,Very Good,I,61.4,63,10009
21934,Very Good,F,62.3,58,10009
21935,Premium,I,59.9,60,10010
21936,Fair,D,64.6,58,10011
21937,Ideal,F,60.5,55,10011
21938,Ideal,J,62,53,10011
21939,Premium,H,61.2,60,10012
21940,Premium,G,62.1,59,10012
21941,Very Good,E,63.2,56,10012
21942,Premium,H,61.3,60,10012
21943,Ideal,H,61.3,56,10012
21944,Premium,I,62,58,10013
21945,Ideal,F,60.9,57,10016
21946,Premium,F,62.6,59,10018
21947,Very Good,F,62.9,57,10019
21948,Very Good,G,60.1,61,10019
21949,Very Good,G,62.1,58,10019
21950,Ideal,E,62.9,55,10019
21951,Very Good,G,60.9,56,10020
21952,Premium,G,58.7,60,10020
21953,Premium,H,60.7,59,10020
21954,Premium,G,60.6,58,10020
21955,Premium,G,59.7,58,10020
21956,Premium,G,62,58,10020
21957,Very Good,H,60.9,59,10023
21958,Premium,F,62.4,59,10028
21959,Premium,F,60.3,58,10028
21960,Very Good,E,61.7,60,10029
21961,Premium,G,59.1,58,10030
21962,Very Good,F,62.8,57,10032
21963,Very Good,I,62.9,59.9,10032
21964,Premium,F,62.5,58,10033
21965,Very Good,F,62,59,10035
21966,Very Good,G,61.3,59,10036
21967,Good,G,63.6,57,10036
21968,Ideal,G,62.3,56,10038
21969,Ideal,G,62,55,10038
21970,Premium,H,59,62,10038
21971,Premium,I,60.2,60,10039
21972,Premium,I,60.1,59,10042
21973,Premium,I,60.5,60,10043
21974,Ideal,E,61.4,56,10043
21975,Premium,I,62,58,10043
21976,Very Good,H,61.5,54,10045
21977,Very Good,E,60.5,63,10046
21978,Ideal,F,61.6,57,10046
21979,Very Good,F,63.2,63,10046
21980,Premium,D,61.6,60,10046
21981,Ideal,F,61.1,57,10049
21982,Very Good,I,62.3,58,10051
21983,Ideal,D,60.9,53,10051
21984,Ideal,F,62.1,55,10052
21985,Premium,G,62.8,59,10053
21986,Very Good,H,63.3,57,10053
21987,Ideal,G,61.2,54,10053
21988,Premium,E,60.7,57,10053
21989,Premium,G,61.2,58,10053
21990,Premium,I,60.3,62,10055
21991,Premium,G,62.9,58,10055
21992,Ideal,F,62.3,53,10058
21993,Ideal,F,62.3,57,10061
21994,Premium,J,62.6,59,10062
21995,Ideal,H,59.8,59,10063
21996,Premium,H,58,59,10063
21997,Premium,D,61.9,58,10064
21998,Premium,F,60.5,60,10064
21999,Premium,G,61.3,58,10065
22000,Very Good,F,62.5,59,10069
22001,Ideal,G,62.7,57,10070
22002,Premium,G,61.5,59,10071
22003,Ideal,G,62.2,56,10071
22004,Ideal,G,61.5,57,10071
22005,Fair,G,66.9,57,10076
22006,Very Good,H,59.5,63,10076
22007,Premium,F,62.7,58,10076
22008,Ideal,J,63,57,10076
22009,Premium,H,62.5,58,10078
22010,Very Good,H,63.1,58,10078
22011,Good,H,63.6,57,10078
22012,Good,H,63.8,60,10078
22013,Ideal,D,61.1,57,10079
22014,Very Good,E,63.5,60,10080
22015,Ideal,I,61.3,57,10080
22016,Premium,I,62.7,59,10080
22017,Premium,E,59.5,55,10080
22018,Premium,H,61.4,58,10080
22019,Ideal,H,61.3,55,10080
22020,Premium,E,61.2,59,10080
22021,Ideal,H,61.4,54,628
22022,Ideal,I,61.6,55,628
22023,Ideal,J,62,55,628
22024,Ideal,G,61,55,628
22025,Ideal,G,61.4,56,628
22026,Ideal,E,62.1,54.1,628
22027,Ideal,E,61.8,56,628
22028,Ideal,F,62,54,628
22029,Ideal,E,61.1,55,628
22030,Good,G,57,62,628
22031,Ideal,H,62.6,56,628
22032,Very Good,H,63.3,56,628
22033,Ideal,H,60.7,56,628
22034,Good,H,63.7,57,628
22035,Premium,H,61.9,58,628
22036,Ideal,H,62,57,628
22037,Premium,H,59.7,61,628
22038,Ideal,I,61.6,55,628
22039,Ideal,I,61.9,54,628
22040,Premium,I,60.8,59,628
22041,Premium,I,59.2,60,628
22042,Ideal,I,62.8,55,628
22043,Very Good,I,63.2,56,628
22044,Premium,I,63,58,628
22045,Premium,I,62.6,59,628
22046,Premium,I,62.3,59,628
22047,Good,I,63.7,55,628
22048,Ideal,I,62.8,57,628
22049,Good,I,63.9,56,628
22050,Good,I,63.8,56,628
22051,Premium,E,60.7,55,10080
22052,Fair,E,66.3,60,10080
22053,Ideal,G,62.3,55,10082
22054,Ideal,G,62,57,10082
22055,Premium,D,60.2,59,10083
22056,Premium,H,59.2,61,10084
22057,Good,G,62.8,59.3,10084
22058,Ideal,E,62.3,57,10085
22059,Good,G,63.3,58,10085
22060,Very Good,H,62.1,59,10086
22061,Premium,G,62.7,58,10087
22062,Good,E,60.4,61,10088
22063,Very Good,J,62.2,56,10090
22064,Very Good,H,61.9,57,10090
22065,Ideal,F,62.2,56,10090
22066,Premium,F,60.4,59,10090
22067,Very Good,I,63.3,58,10090
22068,Premium,E,62.4,60,10090
22069,Premium,D,59.9,60,10090
22070,Premium,G,58.9,62,10091
22071,Ideal,I,61.5,56,10093
22072,Ideal,F,60.3,55,10093
22073,Very Good,E,63.1,56,10094
22074,Premium,H,61.9,57,10096
22075,Ideal,I,62.1,58,10096
22076,Ideal,H,61.9,58,10096
22077,Good,G,62.8,60,10096
22078,Premium,I,61.2,59,10098
22079,Very Good,I,61.2,57,10098
22080,Ideal,I,62.5,57,10098
22081,Ideal,G,61.9,56,10099
22082,Ideal,F,62.3,57,10100
22083,Good,I,57.9,61,10102
22084,Ideal,E,61.7,57,10104
22085,Ideal,I,62.4,56,10106
22086,Very Good,I,60.5,63,10106
22087,Very Good,J,61.4,55,10107
22088,Ideal,J,59.8,61,10108
22089,Premium,G,62,58,10111
22090,Premium,E,59.9,59,10111
22091,Very Good,I,61.8,57,10112
22092,Very Good,D,61.7,58,10113
22093,Ideal,G,63.2,56,10113
22094,Very Good,E,63.1,56,10113
22095,Ideal,D,62.6,56,10114
22096,Premium,D,61.7,59,10115
22097,Very Good,G,63.3,60,10116
22098,Premium,D,62.2,59,10122
22099,Ideal,D,63,56,10122
22100,Ideal,G,62.1,57,10126
22101,Ideal,H,61.6,54,10129
22102,Good,H,59.9,61,10129
22103,Ideal,F,61.9,57,10129
22104,Very Good,I,61.7,55,10130
22105,Very Good,D,60.8,58,10130
22106,Ideal,E,62.3,56,10133
22107,Very Good,H,62.8,56,10134
22108,Good,F,64,56,10134
22109,Premium,E,60.3,54,10134
22110,Ideal,J,62.3,57,10137
22111,Premium,E,60.3,58,10137
22112,Ideal,F,61.5,54,10138
22113,Ideal,F,60.9,54,10138
22114,Very Good,G,63.1,59,10139
22115,Very Good,F,59.7,55,10141
22116,Ideal,D,61.9,56,10144
22117,Very Good,H,62.5,58,10145
22118,Ideal,H,62.9,60,10145
22119,Very Good,I,62.9,58,10147
22120,Premium,D,60.2,58,10147
22121,Ideal,E,62.6,53,10147
22122,Premium,H,62.2,61,10149
22123,Very Good,G,62.5,58,10150
22124,Premium,I,61.5,59,10151
22125,Ideal,H,62.3,57,10153
22126,Ideal,G,60.5,57,10155
22127,Premium,D,61.1,58,10161
22128,Very Good,I,63.2,58,10161
22129,Premium,H,60.4,59,10162
22130,Very Good,I,62.2,59,10164
22131,Premium,I,61.6,58,10164
22132,Good,I,63.6,60,10164
22133,Ideal,I,62,54,10164
22134,Very Good,I,60.7,60,10165
22135,Very Good,J,62.9,58,10165
22136,Premium,J,62.1,58,10165
22137,Premium,G,59.4,61,10169
22138,Ideal,I,60.2,60,10171
22139,Very Good,F,63.8,58,10173
22140,Ideal,F,61.5,54,10177
22141,Premium,J,58.8,58,10179
22142,Premium,E,60.2,58,10180
22143,Good,G,63.6,56,10181
22144,Ideal,I,62.6,56,10181
22145,Premium,H,61,60,10182
22146,Fair,H,64.9,56,10184
22147,Fair,H,64.9,56,10184
22148,Good,I,64.1,60,10184
22149,Good,I,64.1,60,10184
22150,Very Good,H,63.1,59,10184
22151,Very Good,E,62,58,10185
22152,Ideal,H,61.2,58,10186
22153,Ideal,G,61.5,56,10193
22154,Premium,I,62,58,10196
22155,Ideal,F,62,56,10196
22156,Ideal,F,60.5,60,10197
22157,Ideal,I,61.4,55,10197
22158,Ideal,F,60.9,57,10197
22159,Very Good,H,62,60,10200
22160,Premium,G,59.9,60,10202
22161,Very Good,E,59.9,61,10202
22162,Premium,G,61,58,10203
22163,Very Good,F,61,58,10204
22164,Very Good,H,63.4,57,10206
22165,Fair,H,65.2,58,10206
22166,Premium,D,60.5,59,10206
22167,Ideal,I,62.3,57,10209
22168,Ideal,F,61.6,56,10210
22169,Ideal,E,62.5,57,10210
22170,Premium,F,62.4,59,10211
22171,Premium,E,61,59,10214
22172,Ideal,I,62.9,60,10214
22173,Very Good,E,63.3,58,10214
22174,Ideal,E,62.3,57,10214
22175,Ideal,E,61.3,56,10214
22176,Very Good,I,61.1,61,10215
22177,Very Good,H,59.8,60,10216
22178,Good,G,58.8,62,10216
22179,Fair,F,59.7,66,10217
22180,Ideal,G,61.7,56,10219
22181,Premium,G,61.3,59,10219
22182,Premium,G,60.2,61,10219
22183,Premium,D,62.4,60,10221
22184,Premium,G,62.3,58,10221
22185,Ideal,G,62,55,10221
22186,Ideal,G,62.3,56,10221
22187,Ideal,E,61.3,56,10222
22188,Premium,I,60.2,60,10222
22189,Premium,H,59.3,59,10224
22190,Premium,H,59.8,58,10224
22191,Very Good,H,62.8,58,10225
22192,Very Good,G,58.3,60,10226
22193,Ideal,G,61.7,57,10228
22194,Ideal,I,61.8,56,10232
22195,Ideal,G,60.2,57,10232
22196,Premium,G,62.5,60,10235
22197,Ideal,I,62.4,55,10236
22198,Ideal,F,60.4,56,10236
22199,Very Good,I,62.3,59,10238
22200,Ideal,H,61.4,55,10239
22201,Ideal,D,61.2,58,10241
22202,Ideal,F,59.6,60,10243
22203,Ideal,G,62.2,57,10244
22204,Premium,F,61.9,58,10245
22205,Ideal,F,62.1,56,10246
22206,Very Good,H,60.8,56,10255
22207,Ideal,H,62.1,56,10255
22208,Good,H,63.4,59,10256
22209,Ideal,G,60.6,56,10256
22210,Premium,E,59.7,58,10258
22211,Very Good,F,63,55,10264
22212,Ideal,D,61.3,58,10266
22213,Premium,G,60.6,60,10267
22214,Ideal,G,62.8,59,10268
22215,Premium,H,62.1,59,10270
22216,Good,G,62.9,58,10271
22217,Premium,H,62.3,59,10274
22218,Ideal,D,61.1,56,10275
22219,Very Good,F,60.8,58,10276
22220,Good,H,61.5,61,10277
22221,Premium,H,61.8,59,10277
22222,Ideal,I,62.7,56,10278
22223,Premium,D,61.3,58,10278
22224,Very Good,H,62.2,58,10279
22225,Ideal,D,59.4,59,10281
22226,Premium,I,61.2,59,10282
22227,Ideal,I,62.8,57,10282
22228,Very Good,F,60.1,58,10283
22229,Ideal,E,61.4,56,10283
22230,Ideal,H,61.4,55,10284
22231,Very Good,F,62.5,58,10284
22232,Very Good,E,61.5,59,10285
22233,Ideal,I,61.2,55,10286
22234,Premium,F,58.7,58,10286
22235,Ideal,E,61.7,57,10288
22236,Good,H,63.6,58,10291
22237,Good,H,61.2,61,10291
22238,Premium,H,62.2,58,10291
22239,Premium,H,60.8,59,10291
22240,Premium,D,59.2,62,10291
22241,Ideal,E,61.7,55,10292
22242,Very Good,E,62.6,60,10293
22243,Ideal,G,61,57,10295
22244,Ideal,E,62.5,57,10300
22245,Premium,I,60.6,57,10300
22246,Ideal,G,62.3,56,10302
22247,Good,D,61.9,61,10302
22248,Premium,G,62.7,58,10302
22249,Ideal,G,60.3,57,10304
22250,Ideal,G,61,57,10304
22251,Ideal,G,61.5,57,10305
22252,Premium,J,58.4,58,10306
22253,Premium,D,61.4,54,10308
22254,Ideal,G,61.3,55,10308
22255,Very Good,I,61.1,58.6,10309
22256,Ideal,J,62.4,56,10309
22257,Ideal,G,61.7,56,10311
22258,Ideal,J,62.6,56,10312
22259,Ideal,E,61.8,56,10313
22260,Ideal,G,61.1,57,10313
22261,Very Good,H,62.8,55,10314
22262,Ideal,E,61.6,56,10314
22263,Premium,D,60.8,58,10314
22264,Premium,E,62.7,58,10314
22265,Ideal,F,61.1,55,10316
22266,Ideal,F,61.8,58,10316
22267,Very Good,E,62.6,59,10317
22268,Ideal,G,62.2,55,10317
22269,Ideal,G,62.7,56,10317
22270,Very Good,H,63,57,10319
22271,Very Good,G,61.5,58,10321
22272,Ideal,F,61.4,56,10327
22273,Very Good,F,62.2,59,10329
22274,Premium,H,60.1,60,10330
22275,Premium,H,62.5,58,10330
22276,Premium,I,62,59,10331
22277,Very Good,H,60.6,59,10331
22278,Premium,H,62.4,58,10331
22279,Premium,I,62.9,58,10332
22280,Ideal,E,60.9,56,10333
22281,Ideal,I,61.8,56,10333
22282,Premium,H,60.6,58,10333
22283,Ideal,H,62.8,55,10333
22284,Premium,H,59,58,10333
22285,Ideal,D,61,57,10335
22286,Very Good,I,59.7,61,10336
22287,Premium,H,61.4,58,10337
22288,Ideal,I,61.1,55,10338
22289,Ideal,F,62.6,59,10338
22290,Premium,F,58.4,59,10338
22291,Ideal,E,61.2,57,10339
22292,Very Good,E,62,60,10340
22293,Very Good,H,61.1,57,10340
22294,Premium,F,60.9,58,10341
22295,Very Good,I,63.1,57,10341
22296,Premium,F,60.8,58,10341
22297,Ideal,G,62.4,53.3,10342
22298,Ideal,G,61.7,57,10342
22299,Ideal,F,62.4,54,10342
22300,Ideal,H,62.5,57,10345
22301,Very Good,I,60,58,10346
22302,Very Good,F,60.1,57,10346
22303,Ideal,H,61.6,55,10349
22304,Premium,I,61.6,58,10349
22305,Very Good,I,61.1,63,10349
22306,Good,I,63.6,60,10349
22307,Premium,E,62.5,59,10350
22308,Ideal,D,61.7,56,10350
22309,Premium,J,62.1,58,10350
22310,Very Good,G,60.1,62,10351
22311,Ideal,F,61.9,54,10351
22312,Ideal,E,62.4,57,10351
22313,Fair,G,64.5,57,10352
22314,Ideal,D,60.9,60,10353
22315,Very Good,H,62.2,58,10356
22316,Very Good,E,63.2,59,10356
22317,Ideal,J,61.5,56,10357
22318,Ideal,E,61.7,57,10357
22319,Ideal,G,62,58,10359
22320,Premium,I,61.7,59,10362
22321,Ideal,E,61.4,56,10362
22322,Very Good,D,63.3,58,10362
22323,Ideal,I,61.7,55,10365
22324,Premium,E,60.7,58,10367
22325,Ideal,G,60.7,56,10367
22326,Ideal,F,62.1,58,10367
22327,Ideal,G,59.9,57,10368
22328,Ideal,G,62.2,54,10371
22329,Very Good,F,63,55,10372
22330,Fair,D,65.1,59,10374
22331,Premium,F,61.8,60,10377
22332,Very Good,G,62.2,61,10378
22333,Ideal,G,62,56,10378
22334,Ideal,G,61.5,56,10378
22335,Very Good,H,60.6,60,10380
22336,Ideal,I,61.5,54,10384
22337,Ideal,E,61.5,57,10384
22338,Premium,E,60.1,58,10387
22339,Premium,E,59.9,61,10388
22340,Premium,G,59.9,60,10388
22341,Ideal,I,62.8,57,10389
22342,Premium,G,61,58,10389
22343,Ideal,I,60.7,60,10392
22344,Ideal,G,61.4,58,10395
22345,Ideal,G,61.6,57,10396
22346,Premium,I,61.9,56,10396
22347,Ideal,F,61.6,56,10396
22348,Premium,H,59.5,59,10398
22349,Ideal,I,61.2,59,10399
22350,Premium,J,58.6,61,10401
22351,Very Good,I,63.5,57,628
22352,Ideal,H,62.2,55,628
22353,Ideal,H,62.2,53,628
22354,Premium,H,60,60,628
22355,Ideal,H,62.2,55,628
22356,Premium,H,62.5,54,628
22357,Ideal,H,61.9,55,628
22358,Ideal,H,62.2,55,628
22359,Ideal,H,61.5,57,628
22360,Ideal,H,62.6,57,628
22361,Premium,H,62.2,59,628
22362,Very Good,H,63.2,57,628
22363,Premium,H,61.3,60,628
22364,Ideal,H,62.4,55,628
22365,Very Good,H,60.5,63,628
22366,Ideal,H,62.1,55,628
22367,Very Good,H,63.5,57,628
22368,Premium,H,62.7,59,628
22369,Very Good,H,63.2,58,628
22370,Premium,H,62.2,58,628
22371,Premium,H,62.4,59,628
22372,Very Good,H,63.1,58,628
22373,Ideal,H,62.6,57,628
22374,Premium,H,62.5,60,628
22375,Ideal,H,63,57,628
22376,Ideal,H,63,57,628
22377,Very Good,H,63.1,57,628
22378,Very Good,H,63.1,57,628
22379,Very Good,H,63.1,58,628
22380,Fair,G,65.5,58,629
22381,Premium,I,61.1,61,10401
22382,Ideal,I,62.2,54,10406
22383,Premium,D,62.4,60,10407
22384,Very Good,D,59.5,61,10409
22385,Ideal,D,61,56,10410
22386,Premium,H,60.6,58,10411
22387,Premium,J,59.8,57,10412
22388,Ideal,F,61.9,57,10412
22389,Ideal,I,62.2,57,10412
22390,Premium,G,58.3,60,10412
22391,Premium,G,61,59,10415
22392,Good,G,64.3,60,10416
22393,Good,G,64.3,60,10416
22394,Premium,I,58.2,60,10416
22395,Very Good,G,62.2,58,10419
22396,Ideal,I,62.2,57,10419
22397,Premium,F,60.9,59,10423
22398,Premium,H,62.2,58,10424
22399,Very Good,H,58.9,59,10424
22400,Premium,H,62.6,62,10424
22401,Ideal,G,62.1,55,10427
22402,Good,G,63.7,59,10428
22403,Premium,G,62.3,58,10428
22404,Premium,I,61.1,59,10428
22405,Good,G,64.2,58,10428
22406,Good,H,63.3,57,10428
22407,Very Good,J,61.9,59,10428
22408,Premium,J,62.2,59,10429
22409,Very Good,E,60,58,10430
22410,Premium,F,61.1,58,10431
22411,Premium,D,59.8,60,10433
22412,Very Good,G,61.3,57,10435
22413,Ideal,F,61.7,56,10436
22414,Very Good,J,62.3,61,10437
22415,Premium,F,59.3,60,10437
22416,Ideal,I,61.1,55,10438
22417,Ideal,F,61.8,56.7,10439
22418,Ideal,D,61.7,56,10441
22419,Ideal,D,61.2,57,10443
22420,Ideal,G,61.3,56,10445
22421,Premium,E,59.7,58,10446
22422,Very Good,H,61.3,56,10446
22423,Very Good,I,60.3,58,10447
22424,Very Good,H,59.6,58,10447
22425,Ideal,F,60.5,57,10449
22426,Fair,F,64.3,58,10450
22427,Very Good,D,62.5,59,10453
22428,Ideal,E,61.8,54,10453
22429,Premium,E,60.9,58,10453
22430,Ideal,G,61.1,56,10454
22431,Ideal,G,61,56,10455
22432,Ideal,I,63,56,10457
22433,Premium,H,62.1,59,10457
22434,Ideal,I,62.8,57,10462
22435,Very Good,F,61.4,58,10463
22436,Very Good,E,62.7,54,10463
22437,Ideal,G,62.2,53,10463
22438,Premium,H,62.2,58,10466
22439,Very Good,H,61.1,57,10468
22440,Very Good,H,61,61,10468
22441,Premium,E,59.7,59,10470
22442,Premium,I,62.9,56,10471
22443,Ideal,G,60.9,54,10471
22444,Ideal,F,61.7,56,10472
22445,Premium,G,61.9,58,10472
22446,Very Good,H,63.4,55,10473
22447,Very Good,G,62.6,56,10476
22448,Very Good,F,61.9,59,10476
22449,Very Good,J,60.9,61,10477
22450,Premium,F,60.2,58,10477
22451,Good,H,63.6,58,10478
22452,Premium,H,61.2,61,10478
22453,Very Good,F,63,56,10479
22454,Premium,I,61,60,10479
22455,Ideal,I,62,56,10481
22456,Ideal,G,61,57,10482
22457,Premium,I,60.2,58,10483
22458,Ideal,G,61.4,58,10483
22459,Fair,I,65.2,59,10483
22460,Premium,E,59.4,59,10483
22461,Fair,I,67.7,57,10483
22462,Premium,H,61.6,60,10485
22463,Premium,G,60.4,59,10485
22464,Ideal,F,61.2,56,10487
22465,Premium,D,61.6,56,10487
22466,Very Good,J,63.3,56,10490
22467,Ideal,F,60.3,56,10494
22468,Premium,F,63,56,10494
22469,Very Good,I,60,60,10497
22470,Very Good,H,59.8,57,10497
22471,Premium,G,62.2,58,10497
22472,Very Good,I,61.8,60,10497
22473,Very Good,G,60.9,55,10497
22474,Very Good,E,63.2,54,10498
22475,Very Good,D,59.8,57,10499
22476,Premium,G,60.5,60,10499
22477,Ideal,I,62.1,55,10501
22478,Premium,I,59.7,60,10501
22479,Ideal,H,62.8,55,10502
22480,Ideal,F,61.8,56,10504
22481,Ideal,G,61.6,59,10508
22482,Premium,G,60.5,60,10508
22483,Premium,D,61.2,62,10512
22484,Ideal,E,62.3,55,10512
22485,Good,F,64.2,57,10514
22486,Very Good,F,59.8,56,10515
22487,Premium,D,59.9,62,10517
22488,Very Good,I,62.7,57,10518
22489,Premium,H,60.6,59,10519
22490,Ideal,I,61.8,55,10520
22491,Very Good,H,62.8,59,10521
22492,Ideal,H,60.5,57,10521
22493,Very Good,I,58.2,59,10523
